optimizer,lr,batch_size,hidden_dim,valid_acc,test_acc
<class 'torch.optim.adam.Adam'>,0.0001,16,128,0.6100917431192661,0.698
<class 'torch.optim.adam.Adam'>,0.0025,64,90,0.6100917431192661,0.724
<class 'torch.optim.adamw.AdamW'>,0.0025,32,180,0.6100917431192661,0.732
<class 'torch.optim.adam.Adam'>,0.002,64,200,0.6100917431192661,0.736
<class 'torch.optim.adagrad.Adagrad'>,0.002,64,180,0.6100917431192661,0.728
<class 'torch.optim.adam.Adam'>,0.0002,64,120,0.6091743119266055,0.702
<class 'torch.optim.adamw.AdamW'>,0.0002,64,120,0.6091743119266055,0.702
<class 'torch.optim.adamw.AdamW'>,0.0001,16,128,0.6082568807339449,0.692
<class 'torch.optim.adam.Adam'>,0.002,128,256,0.6082568807339449,0.742
<class 'torch.optim.adam.Adam'>,0.0025,16,110,0.6073394495412844,0.738
<class 'torch.optim.adam.Adam'>,0.0025,64,60,0.6064220183486239,0.736
<class 'torch.optim.adagrad.Adagrad'>,0.002,64,170,0.6055045871559633,0.694
<class 'torch.optim.adamw.AdamW'>,0.0025,128,60,0.6055045871559633,0.716
<class 'torch.optim.adam.Adam'>,0.0002,16,70,0.6045871559633027,0.69
<class 'torch.optim.adamw.AdamW'>,0.0002,16,70,0.6045871559633027,0.694
<class 'torch.optim.adamw.AdamW'>,0.0025,16,90,0.6036697247706422,0.704
<class 'torch.optim.adam.Adam'>,0.0025,128,140,0.6036697247706422,0.728
<class 'torch.optim.adagrad.Adagrad'>,0.0025,128,170,0.6036697247706422,0.706
<class 'torch.optim.adam.Adam'>,0.0001,32,160,0.6027522935779817,0.668
<class 'torch.optim.adamw.AdamW'>,0.0001,32,160,0.6027522935779817,0.668
<class 'torch.optim.adam.Adam'>,0.01,128,120,0.6018348623853211,0.71
<class 'torch.optim.adagrad.Adagrad'>,0.005,128,110,0.6018348623853211,0.716
<class 'torch.optim.adam.Adam'>,0.0025,16,90,0.6018348623853211,0.744
<class 'torch.optim.adam.Adam'>,0.002,32,180,0.6018348623853211,0.732
<class 'torch.optim.adagrad.Adagrad'>,0.0025,32,100,0.6009174311926605,0.698
<class 'torch.optim.adamw.AdamW'>,0.0005,128,90,0.6009174311926605,0.73
<class 'torch.optim.adagrad.Adagrad'>,0.0025,64,120,0.6,0.684
<class 'torch.optim.adagrad.Adagrad'>,0.025,16,200,0.6,0.674
<class 'torch.optim.adamw.AdamW'>,0.005,64,128,0.6,0.662
<class 'torch.optim.adamw.AdamW'>,0.002,32,200,0.5990825688073395,0.736
<class 'torch.optim.adamw.AdamW'>,0.0025,128,140,0.5990825688073395,0.688
<class 'torch.optim.adam.Adam'>,0.0025,128,180,0.5990825688073395,0.706
<class 'torch.optim.adagrad.Adagrad'>,0.01,128,110,0.5990825688073395,0.716
<class 'torch.optim.adamw.AdamW'>,0.0025,32,160,0.5990825688073395,0.678
<class 'torch.optim.adamw.AdamW'>,0.0025,32,140,0.5990825688073395,0.7
<class 'torch.optim.adam.Adam'>,0.002,128,80,0.5990825688073395,0.678
<class 'torch.optim.adamw.AdamW'>,0.0025,16,80,0.5990825688073395,0.688
<class 'torch.optim.adam.Adam'>,0.0005,128,90,0.5990825688073395,0.732
<class 'torch.optim.adamw.AdamW'>,0.005,128,60,0.5972477064220183,0.71
<class 'torch.optim.adamw.AdamW'>,0.001,16,256,0.5963302752293578,0.728
<class 'torch.optim.adagrad.Adagrad'>,0.025,64,60,0.5963302752293578,0.704
<class 'torch.optim.adam.Adam'>,0.0005,64,80,0.5954128440366973,0.732
<class 'torch.optim.adam.Adam'>,0.0025,128,80,0.5954128440366973,0.69
<class 'torch.optim.adagrad.Adagrad'>,0.025,128,120,0.5935779816513761,0.742
<class 'torch.optim.adamw.AdamW'>,0.002,16,128,0.5935779816513761,0.732
<class 'torch.optim.adam.Adam'>,0.005,64,140,0.5935779816513761,0.708
<class 'torch.optim.adamw.AdamW'>,0.0002,128,200,0.5926605504587156,0.676
<class 'torch.optim.adamw.AdamW'>,0.002,128,60,0.5926605504587156,0.702
<class 'torch.optim.adamw.AdamW'>,0.002,128,180,0.591743119266055,0.784
<class 'torch.optim.adagrad.Adagrad'>,0.0025,16,100,0.5908256880733945,0.692
<class 'torch.optim.adamw.AdamW'>,0.005,32,90,0.5908256880733945,0.7
<class 'torch.optim.adamw.AdamW'>,0.002,64,60,0.5899082568807339,0.72
<class 'torch.optim.adam.Adam'>,0.0002,128,200,0.5899082568807339,0.674
<class 'torch.optim.adagrad.Adagrad'>,0.002,16,120,0.5899082568807339,0.69
<class 'torch.optim.adagrad.Adagrad'>,0.025,64,128,0.5899082568807339,0.682
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,180,0.5889908256880734,0.714
<class 'torch.optim.adagrad.Adagrad'>,0.0025,128,160,0.5889908256880734,0.682
<class 'torch.optim.adamw.AdamW'>,0.0025,128,80,0.5889908256880734,0.662
<class 'torch.optim.adam.Adam'>,0.01,32,100,0.5889908256880734,0.682
<class 'torch.optim.adam.Adam'>,0.0025,16,150,0.5889908256880734,0.682
<class 'torch.optim.adamw.AdamW'>,0.002,32,256,0.5880733944954128,0.708
<class 'torch.optim.adamw.AdamW'>,0.005,64,160,0.5880733944954128,0.742
<class 'torch.optim.adamw.AdamW'>,0.0005,128,110,0.5880733944954128,0.704
<class 'torch.optim.adagrad.Adagrad'>,0.002,16,150,0.5880733944954128,0.712
<class 'torch.optim.adam.Adam'>,0.0001,16,110,0.5871559633027523,0.7
<class 'torch.optim.adamw.AdamW'>,0.005,128,70,0.5871559633027523,0.664
<class 'torch.optim.adam.Adam'>,0.005,32,70,0.5871559633027523,0.666
<class 'torch.optim.adam.Adam'>,0.0025,64,200,0.5871559633027523,0.684
<class 'torch.optim.adagrad.Adagrad'>,0.01,16,60,0.5871559633027523,0.688
<class 'torch.optim.adamw.AdamW'>,0.0025,32,200,0.5853211009174312,0.722
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,256,0.5853211009174312,0.71
<class 'torch.optim.adagrad.Adagrad'>,0.025,128,60,0.5853211009174312,0.69
<class 'torch.optim.adamw.AdamW'>,0.001,64,60,0.5844036697247706,0.72
<class 'torch.optim.adamw.AdamW'>,0.005,128,180,0.5844036697247706,0.652
<class 'torch.optim.adamw.AdamW'>,0.0025,16,110,0.5834862385321101,0.694
<class 'torch.optim.adamw.AdamW'>,0.005,64,120,0.5834862385321101,0.696
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,256,0.5834862385321101,0.698
<class 'torch.optim.adamw.AdamW'>,0.0025,64,170,0.5834862385321101,0.706
<class 'torch.optim.adamw.AdamW'>,0.005,16,110,0.5834862385321101,0.668
<class 'torch.optim.adagrad.Adagrad'>,0.0025,32,140,0.5834862385321101,0.686
<class 'torch.optim.adamw.AdamW'>,0.0025,32,128,0.5825688073394495,0.692
<class 'torch.optim.adam.Adam'>,0.005,64,70,0.5825688073394495,0.722
<class 'torch.optim.adam.Adam'>,0.005,128,100,0.5825688073394495,0.732
<class 'torch.optim.adam.Adam'>,0.0025,128,60,0.5825688073394495,0.698
<class 'torch.optim.adagrad.Adagrad'>,0.0025,16,128,0.5825688073394495,0.656
<class 'torch.optim.adam.Adam'>,0.005,128,200,0.5825688073394495,0.672
<class 'torch.optim.adam.Adam'>,0.005,64,90,0.5825688073394495,0.696
<class 'torch.optim.adam.Adam'>,0.0002,32,80,0.581651376146789,0.698
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,170,0.5807339449541284,0.664
<class 'torch.optim.adam.Adam'>,0.0025,32,128,0.5807339449541284,0.71
<class 'torch.optim.adagrad.Adagrad'>,0.0025,16,110,0.5807339449541284,0.704
<class 'torch.optim.adamw.AdamW'>,0.0002,32,80,0.5807339449541284,0.696
<class 'torch.optim.adamw.AdamW'>,0.0002,64,140,0.5798165137614679,0.674
<class 'torch.optim.adam.Adam'>,0.005,128,120,0.5798165137614679,0.64
<class 'torch.optim.adamw.AdamW'>,0.0001,16,110,0.5798165137614679,0.702
<class 'torch.optim.adamw.AdamW'>,0.005,64,140,0.5798165137614679,0.708
<class 'torch.optim.adagrad.Adagrad'>,0.025,64,70,0.5798165137614679,0.664
<class 'torch.optim.adam.Adam'>,0.0025,128,170,0.5788990825688073,0.704
<class 'torch.optim.adam.Adam'>,0.0001,32,150,0.5788990825688073,0.72
<class 'torch.optim.adam.Adam'>,0.002,128,60,0.5788990825688073,0.696
<class 'torch.optim.adam.Adam'>,0.0002,64,140,0.5788990825688073,0.68
<class 'torch.optim.adagrad.Adagrad'>,0.0025,32,150,0.5770642201834862,0.702
<class 'torch.optim.adam.Adam'>,0.0005,128,110,0.5770642201834862,0.71
<class 'torch.optim.adam.Adam'>,0.01,64,120,0.5761467889908257,0.682
<class 'torch.optim.adagrad.Adagrad'>,0.0025,64,150,0.5743119266055046,0.718
<class 'torch.optim.adamw.AdamW'>,0.0001,32,150,0.5743119266055046,0.722
<class 'torch.optim.adamw.AdamW'>,0.002,64,256,0.573394495412844,0.726
<class 'torch.optim.adamw.AdamW'>,0.002,16,180,0.573394495412844,0.68
<class 'torch.optim.adamw.AdamW'>,0.005,32,80,0.573394495412844,0.722
<class 'torch.optim.adamw.AdamW'>,0.002,32,170,0.5724770642201835,0.678
<class 'torch.optim.adam.Adam'>,0.002,32,256,0.5724770642201835,0.714
<class 'torch.optim.adam.Adam'>,0.0002,64,128,0.5715596330275229,0.666
<class 'torch.optim.adamw.AdamW'>,0.0002,64,128,0.5715596330275229,0.666
<class 'torch.optim.adagrad.Adagrad'>,0.002,16,140,0.5715596330275229,0.682
<class 'torch.optim.adam.Adam'>,0.005,16,70,0.5715596330275229,0.658
<class 'torch.optim.adam.Adam'>,0.002,16,170,0.5706422018348624,0.654
<class 'torch.optim.adamw.AdamW'>,0.005,128,200,0.5706422018348624,0.702
<class 'torch.optim.adamw.AdamW'>,0.01,128,200,0.5697247706422018,0.728
<class 'torch.optim.adam.Adam'>,0.0025,64,180,0.5697247706422018,0.656
<class 'torch.optim.adagrad.Adagrad'>,0.025,128,90,0.5688073394495413,0.678
<class 'torch.optim.adam.Adam'>,0.005,32,120,0.5678899082568807,0.678
<class 'torch.optim.adam.Adam'>,0.0002,128,170,0.5678899082568807,0.64
<class 'torch.optim.adamw.AdamW'>,0.0002,128,170,0.5678899082568807,0.64
<class 'torch.optim.adamw.AdamW'>,0.002,128,140,0.5678899082568807,0.676
<class 'torch.optim.adam.Adam'>,0.005,32,100,0.5669724770642202,0.716
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,200,0.5669724770642202,0.68
<class 'torch.optim.adam.Adam'>,0.005,128,256,0.5669724770642202,0.65
<class 'torch.optim.adamw.AdamW'>,0.002,16,110,0.5660550458715596,0.67
<class 'torch.optim.adam.Adam'>,0.005,128,60,0.5660550458715596,0.704
<class 'torch.optim.adagrad.Adagrad'>,0.002,32,150,0.5660550458715596,0.688
<class 'torch.optim.adamw.AdamW'>,0.0002,64,100,0.5651376146788991,0.658
<class 'torch.optim.adamw.AdamW'>,0.001,16,200,0.5651376146788991,0.672
<class 'torch.optim.adam.Adam'>,0.0025,16,128,0.5651376146788991,0.698
<class 'torch.optim.adagrad.Adagrad'>,0.0025,32,110,0.5642201834862385,0.696
<class 'torch.optim.adam.Adam'>,0.0002,64,100,0.5642201834862385,0.658
<class 'torch.optim.adamw.AdamW'>,0.005,64,110,0.5642201834862385,0.694
<class 'torch.optim.adamw.AdamW'>,0.0025,16,170,0.5642201834862385,0.698
<class 'torch.optim.adam.Adam'>,0.005,128,110,0.563302752293578,0.718
<class 'torch.optim.adagrad.Adagrad'>,0.025,64,100,0.563302752293578,0.722
<class 'torch.optim.adam.Adam'>,0.0002,128,180,0.563302752293578,0.73
<class 'torch.optim.adamw.AdamW'>,0.0002,128,180,0.563302752293578,0.73
<class 'torch.optim.adam.Adam'>,0.005,16,90,0.5623853211009174,0.688
<class 'torch.optim.adamw.AdamW'>,0.005,64,90,0.5623853211009174,0.704
<class 'torch.optim.adamw.AdamW'>,0.01,32,90,0.5614678899082569,0.618
<class 'torch.optim.adagrad.Adagrad'>,0.01,128,60,0.5605504587155963,0.662
<class 'torch.optim.adam.Adam'>,0.005,128,70,0.5605504587155963,0.662
<class 'torch.optim.adam.Adam'>,0.005,16,160,0.5596330275229358,0.608
<class 'torch.optim.adagrad.Adagrad'>,0.025,128,110,0.5596330275229358,0.734
<class 'torch.optim.adamw.AdamW'>,0.01,128,90,0.5587155963302752,0.678
<class 'torch.optim.adam.Adam'>,0.005,64,80,0.5587155963302752,0.682
<class 'torch.optim.adamw.AdamW'>,0.002,16,150,0.5577981651376147,0.686
<class 'torch.optim.adagrad.Adagrad'>,0.0025,128,120,0.5577981651376147,0.648
<class 'torch.optim.adamw.AdamW'>,0.01,64,120,0.5577981651376147,0.672
<class 'torch.optim.adamw.AdamW'>,0.005,128,90,0.5577981651376147,0.684
<class 'torch.optim.adagrad.Adagrad'>,0.005,128,80,0.5559633027522936,0.644
<class 'torch.optim.adagrad.Adagrad'>,0.002,16,100,0.555045871559633,0.672
<class 'torch.optim.adamw.AdamW'>,0.0025,16,160,0.5541284403669725,0.668
<class 'torch.optim.adamw.AdamW'>,0.0025,16,180,0.5541284403669725,0.652
<class 'torch.optim.adagrad.Adagrad'>,0.002,32,120,0.5541284403669725,0.634
<class 'torch.optim.adamw.AdamW'>,0.001,128,60,0.5541284403669725,0.64
<class 'torch.optim.adam.Adam'>,0.01,64,150,0.5532110091743119,0.632
<class 'torch.optim.adam.Adam'>,0.0025,32,160,0.5522935779816514,0.66
<class 'torch.optim.adamw.AdamW'>,0.005,64,100,0.5513761467889908,0.698
<class 'torch.optim.adam.Adam'>,0.001,128,60,0.5513761467889908,0.646
<class 'torch.optim.adagrad.Adagrad'>,0.01,64,60,0.5504587155963303,0.684
<class 'torch.optim.adamw.AdamW'>,0.0002,64,110,0.5504587155963303,0.678
<class 'torch.optim.adamw.AdamW'>,0.002,128,150,0.5495412844036697,0.684
<class 'torch.optim.adam.Adam'>,0.005,128,80,0.5495412844036697,0.662
<class 'torch.optim.adamw.AdamW'>,0.0025,16,200,0.5495412844036697,0.696
<class 'torch.optim.adam.Adam'>,0.0002,64,110,0.5495412844036697,0.67
<class 'torch.optim.adam.Adam'>,0.005,64,100,0.5477064220183486,0.664
<class 'torch.optim.adamw.AdamW'>,0.0001,16,90,0.5467889908256881,0.63
<class 'torch.optim.adagrad.Adagrad'>,0.0025,64,128,0.5467889908256881,0.636
<class 'torch.optim.adam.Adam'>,0.0001,16,90,0.5458715596330275,0.628
<class 'torch.optim.adagrad.Adagrad'>,0.025,128,140,0.5458715596330275,0.648
<class 'torch.optim.adamw.AdamW'>,0.002,32,180,0.544954128440367,0.648
<class 'torch.optim.adam.Adam'>,0.0025,16,100,0.544954128440367,0.644
<class 'torch.optim.adam.Adam'>,0.005,64,180,0.5440366972477064,0.684
<class 'torch.optim.adam.Adam'>,0.005,16,100,0.5440366972477064,0.634
<class 'torch.optim.adamw.AdamW'>,0.01,128,128,0.5440366972477064,0.652
<class 'torch.optim.adam.Adam'>,0.0025,16,120,0.5431192660550459,0.704
<class 'torch.optim.adagrad.Adagrad'>,0.002,64,150,0.5422018348623853,0.658
<class 'torch.optim.adamw.AdamW'>,0.005,16,256,0.5422018348623853,0.562
<class 'torch.optim.adam.Adam'>,0.002,16,256,0.5422018348623853,0.648
<class 'torch.optim.adam.Adam'>,0.01,128,170,0.5412844036697247,0.59
<class 'torch.optim.adamw.AdamW'>,0.002,16,170,0.5412844036697247,0.676
<class 'torch.optim.adam.Adam'>,0.005,16,140,0.5403669724770642,0.602
<class 'torch.optim.adamw.AdamW'>,0.0001,32,120,0.5403669724770642,0.626
<class 'torch.optim.adagrad.Adagrad'>,0.0025,16,90,0.5403669724770642,0.63
<class 'torch.optim.adamw.AdamW'>,0.01,64,140,0.5403669724770642,0.66
<class 'torch.optim.adamw.AdamW'>,0.01,128,70,0.5403669724770642,0.642
<class 'torch.optim.adagrad.Adagrad'>,0.002,64,160,0.5403669724770642,0.626
<class 'torch.optim.adagrad.Adagrad'>,0.002,16,110,0.5403669724770642,0.664
<class 'torch.optim.adagrad.Adagrad'>,0.025,64,90,0.5403669724770642,0.656
<class 'torch.optim.adamw.AdamW'>,0.005,16,140,0.5394495412844037,0.646
<class 'torch.optim.adam.Adam'>,0.005,64,256,0.5394495412844037,0.648
<class 'torch.optim.adamw.AdamW'>,0.01,32,120,0.5394495412844037,0.682
<class 'torch.optim.adam.Adam'>,0.0005,64,60,0.5385321100917431,0.642
<class 'torch.optim.adam.Adam'>,0.0001,32,120,0.5385321100917431,0.628
<class 'torch.optim.adamw.AdamW'>,0.0001,64,200,0.5376146788990825,0.658
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,200,0.5376146788990825,0.654
<class 'torch.optim.adamw.AdamW'>,0.01,32,170,0.5376146788990825,0.63
<class 'torch.optim.adam.Adam'>,0.0001,64,200,0.536697247706422,0.658
<class 'torch.optim.adagrad.Adagrad'>,0.0025,32,128,0.536697247706422,0.632
<class 'torch.optim.adagrad.Adagrad'>,0.002,32,140,0.536697247706422,0.658
<class 'torch.optim.adam.Adam'>,0.005,128,128,0.5357798165137615,0.642
<class 'torch.optim.adamw.AdamW'>,0.0005,64,60,0.5357798165137615,0.638
<class 'torch.optim.adagrad.Adagrad'>,0.0025,128,150,0.5348623853211009,0.668
<class 'torch.optim.adam.Adam'>,0.01,32,180,0.5348623853211009,0.6
<class 'torch.optim.adamw.AdamW'>,0.0001,32,140,0.5339449541284403,0.654
<class 'torch.optim.adamw.AdamW'>,0.005,32,110,0.5339449541284403,0.654
<class 'torch.optim.adamw.AdamW'>,0.0025,16,150,0.5339449541284403,0.642
<class 'torch.optim.adam.Adam'>,0.0001,32,140,0.5339449541284403,0.654
<class 'torch.optim.adamw.AdamW'>,0.005,16,128,0.5339449541284403,0.624
<class 'torch.optim.adagrad.Adagrad'>,0.025,64,140,0.5330275229357798,0.616
<class 'torch.optim.adagrad.Adagrad'>,0.0025,64,100,0.5330275229357798,0.644
<class 'torch.optim.adamw.AdamW'>,0.005,16,100,0.5330275229357798,0.634
<class 'torch.optim.adam.Adam'>,0.005,128,180,0.5330275229357798,0.568
<class 'torch.optim.adam.Adam'>,0.005,64,60,0.5321100917431193,0.64
<class 'torch.optim.adamw.AdamW'>,0.0025,16,70,0.5302752293577981,0.716
<class 'torch.optim.adam.Adam'>,0.01,128,100,0.5302752293577981,0.656
<class 'torch.optim.adagrad.Adagrad'>,0.0025,64,140,0.5302752293577981,0.632
<class 'torch.optim.adamw.AdamW'>,0.01,64,160,0.5293577981651376,0.606
<class 'torch.optim.adam.Adam'>,0.0025,16,160,0.5293577981651376,0.688
<class 'torch.optim.adam.Adam'>,0.0025,32,256,0.5293577981651376,0.642
<class 'torch.optim.adam.Adam'>,0.01,64,140,0.5284403669724771,0.636
<class 'torch.optim.adamw.AdamW'>,0.0025,32,170,0.5284403669724771,0.658
<class 'torch.optim.adam.Adam'>,0.002,16,200,0.5284403669724771,0.7
<class 'torch.optim.adagrad.Adagrad'>,0.005,16,70,0.5284403669724771,0.686
<class 'torch.optim.adamw.AdamW'>,0.005,16,60,0.5275229357798165,0.63
<class 'torch.optim.adagrad.Adagrad'>,0.002,64,120,0.5275229357798165,0.618
<class 'torch.optim.adagrad.Adagrad'>,0.002,32,100,0.5275229357798165,0.652
<class 'torch.optim.adagrad.Adagrad'>,0.025,64,200,0.5266055045871559,0.64
<class 'torch.optim.adam.Adam'>,0.0025,16,170,0.5266055045871559,0.688
<class 'torch.optim.adamw.AdamW'>,0.0005,128,80,0.5266055045871559,0.634
<class 'torch.optim.adamw.AdamW'>,0.002,16,200,0.5256880733944954,0.704
<class 'torch.optim.adam.Adam'>,0.005,32,80,0.5256880733944954,0.646
<class 'torch.optim.adamw.AdamW'>,0.0001,32,100,0.5256880733944954,0.648
<class 'torch.optim.adagrad.Adagrad'>,0.0025,128,128,0.5256880733944954,0.632
<class 'torch.optim.adam.Adam'>,0.0005,128,80,0.5256880733944954,0.636
<class 'torch.optim.adam.Adam'>,0.0001,32,100,0.5256880733944954,0.65
<class 'torch.optim.adamw.AdamW'>,0.01,32,80,0.5247706422018349,0.616
<class 'torch.optim.adamw.AdamW'>,0.0001,32,110,0.5238532110091743,0.682
<class 'torch.optim.adamw.AdamW'>,0.005,128,110,0.5238532110091743,0.68
<class 'torch.optim.adamw.AdamW'>,0.01,128,100,0.5238532110091743,0.556
<class 'torch.optim.adagrad.Adagrad'>,0.0025,32,90,0.5229357798165137,0.62
<class 'torch.optim.adam.Adam'>,0.005,64,128,0.5220183486238532,0.604
<class 'torch.optim.adamw.AdamW'>,0.0025,16,128,0.5211009174311927,0.64
<class 'torch.optim.adam.Adam'>,0.0002,128,150,0.5201834862385321,0.65
<class 'torch.optim.adagrad.Adagrad'>,0.002,32,110,0.5201834862385321,0.668
<class 'torch.optim.adagrad.Adagrad'>,0.0025,64,110,0.5192660550458715,0.664
<class 'torch.optim.adagrad.Adagrad'>,0.0025,128,100,0.5192660550458715,0.646
<class 'torch.optim.adam.Adam'>,0.005,128,170,0.5192660550458715,0.664
<class 'torch.optim.adamw.AdamW'>,0.01,128,120,0.518348623853211,0.686
<class 'torch.optim.adam.Adam'>,0.005,32,110,0.518348623853211,0.65
<class 'torch.optim.adagrad.Adagrad'>,0.025,128,80,0.518348623853211,0.64
<class 'torch.optim.adagrad.Adagrad'>,0.005,64,60,0.518348623853211,0.62
<class 'torch.optim.adamw.AdamW'>,0.0025,16,140,0.518348623853211,0.634
<class 'torch.optim.adamw.AdamW'>,0.0002,128,150,0.5174311926605505,0.65
<class 'torch.optim.adamw.AdamW'>,0.01,128,170,0.5155963302752293,0.66
<class 'torch.optim.adam.Adam'>,0.0025,32,180,0.5155963302752293,0.626
<class 'torch.optim.adagrad.Adagrad'>,0.002,64,100,0.5155963302752293,0.628
<class 'torch.optim.adam.Adam'>,0.01,64,90,0.5155963302752293,0.636
<class 'torch.optim.adagrad.Adagrad'>,0.025,32,80,0.5155963302752293,0.616
<class 'torch.optim.adamw.AdamW'>,0.005,32,120,0.5146788990825688,0.64
<class 'torch.optim.adamw.AdamW'>,0.01,16,128,0.5146788990825688,0.544
<class 'torch.optim.adam.Adam'>,0.0025,16,180,0.5146788990825688,0.65
<class 'torch.optim.adagrad.Adagrad'>,0.0025,128,140,0.5146788990825688,0.618
<class 'torch.optim.adam.Adam'>,0.0001,32,128,0.5137614678899083,0.596
<class 'torch.optim.adam.Adam'>,0.0001,32,110,0.5137614678899083,0.65
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,200,0.5137614678899083,0.614
<class 'torch.optim.adamw.AdamW'>,0.005,64,70,0.5137614678899083,0.582
<class 'torch.optim.adagrad.Adagrad'>,0.002,32,128,0.5128440366972477,0.614
<class 'torch.optim.adam.Adam'>,0.01,128,110,0.5128440366972477,0.68
<class 'torch.optim.adamw.AdamW'>,0.005,32,180,0.5128440366972477,0.706
<class 'torch.optim.adam.Adam'>,0.025,128,256,0.5119266055045871,0.464
<class 'torch.optim.adam.Adam'>,0.0025,128,256,0.5119266055045871,0.622
<class 'torch.optim.adamw.AdamW'>,0.0001,32,128,0.5119266055045871,0.594
<class 'torch.optim.adamw.AdamW'>,0.005,128,128,0.5110091743119266,0.596
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,150,0.5110091743119266,0.632
<class 'torch.optim.adagrad.Adagrad'>,0.002,16,128,0.5110091743119266,0.614
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,256,0.5100917431192661,0.624
<class 'torch.optim.adamw.AdamW'>,0.0025,128,170,0.5100917431192661,0.688
<class 'torch.optim.adagrad.Adagrad'>,0.005,64,70,0.5100917431192661,0.626
<class 'torch.optim.adamw.AdamW'>,0.0002,16,60,0.5091743119266054,0.658
<class 'torch.optim.adamw.AdamW'>,0.005,128,120,0.5091743119266054,0.616
<class 'torch.optim.adam.Adam'>,0.0002,16,60,0.5082568807339449,0.658
<class 'torch.optim.adagrad.Adagrad'>,0.005,32,60,0.5082568807339449,0.638
<class 'torch.optim.adagrad.Adagrad'>,0.025,32,140,0.5082568807339449,0.612
<class 'torch.optim.adam.Adam'>,0.01,64,160,0.5073394495412844,0.644
<class 'torch.optim.adam.Adam'>,0.01,64,80,0.5073394495412844,0.594
<class 'torch.optim.adamw.AdamW'>,0.01,32,60,0.5064220183486239,0.582
<class 'torch.optim.adam.Adam'>,0.0025,16,200,0.5064220183486239,0.612
<class 'torch.optim.adagrad.Adagrad'>,0.0025,16,80,0.5064220183486239,0.608
<class 'torch.optim.adamw.AdamW'>,0.005,128,170,0.5064220183486239,0.638
<class 'torch.optim.adam.Adam'>,0.005,32,128,0.5045871559633027,0.65
<class 'torch.optim.adagrad.Adagrad'>,0.005,16,60,0.5036697247706422,0.628
<class 'torch.optim.adam.Adam'>,0.005,32,90,0.5036697247706422,0.638
<class 'torch.optim.adagrad.Adagrad'>,0.002,64,110,0.5036697247706422,0.61
<class 'torch.optim.adamw.AdamW'>,0.01,32,128,0.5027522935779817,0.634
<class 'torch.optim.adamw.AdamW'>,0.01,64,180,0.501834862385321,0.548
<class 'torch.optim.adamw.AdamW'>,0.0025,16,120,0.5,0.6
<class 'torch.optim.adamw.AdamW'>,0.01,32,256,0.5,0.566
<class 'torch.optim.adam.Adam'>,0.01,128,80,0.4990825688073395,0.602
<class 'torch.optim.adamw.AdamW'>,0.01,64,60,0.4990825688073395,0.602
<class 'torch.optim.adamw.AdamW'>,0.01,128,180,0.4981651376146789,0.59
<class 'torch.optim.adam.Adam'>,0.01,128,200,0.4981651376146789,0.58
<class 'torch.optim.adam.Adam'>,0.005,64,160,0.4981651376146789,0.638
<class 'torch.optim.adam.Adam'>,0.0002,128,160,0.4972477064220184,0.592
<class 'torch.optim.adamw.AdamW'>,0.0002,64,90,0.4972477064220184,0.578
<class 'torch.optim.adam.Adam'>,0.0002,64,90,0.4972477064220184,0.58
<class 'torch.optim.adam.Adam'>,0.005,16,200,0.4972477064220184,0.646
<class 'torch.optim.adamw.AdamW'>,0.025,64,200,0.4972477064220184,0.59
<class 'torch.optim.adamw.AdamW'>,0.0002,128,160,0.4963302752293578,0.592
<class 'torch.optim.adam.Adam'>,0.005,16,60,0.4963302752293578,0.61
<class 'torch.optim.adagrad.Adagrad'>,0.002,16,90,0.4944954128440367,0.59
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,140,0.4944954128440367,0.6
<class 'torch.optim.adagrad.Adagrad'>,0.002,64,140,0.4935779816513762,0.612
<class 'torch.optim.adam.Adam'>,0.01,128,60,0.4935779816513762,0.644
<class 'torch.optim.adamw.AdamW'>,0.01,128,60,0.4935779816513762,0.582
<class 'torch.optim.adagrad.Adagrad'>,0.005,32,70,0.4935779816513762,0.648
<class 'torch.optim.adam.Adam'>,0.01,64,170,0.4926605504587156,0.622
<class 'torch.optim.adamw.AdamW'>,0.0001,64,180,0.4926605504587156,0.632
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,200,0.4926605504587156,0.604
<class 'torch.optim.adam.Adam'>,0.0001,64,180,0.4926605504587156,0.632
<class 'torch.optim.adam.Adam'>,0.0001,64,150,0.4908256880733945,0.592
<class 'torch.optim.adam.Adam'>,0.005,64,110,0.4908256880733945,0.63
<class 'torch.optim.adagrad.Adagrad'>,0.025,128,100,0.4908256880733945,0.654
<class 'torch.optim.adamw.AdamW'>,0.01,64,90,0.4908256880733945,0.626
<class 'torch.optim.adamw.AdamW'>,0.01,128,110,0.4908256880733945,0.674
<class 'torch.optim.adagrad.Adagrad'>,0.002,64,128,0.4908256880733945,0.584
<class 'torch.optim.adam.Adam'>,0.01,64,70,0.48990825688073397,0.636
